fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
1461,22733589,Cacicus uropygialis,1,1,1,"Ridgely, 2002; Robbins et al., 2011",Alwin Hardenbol (BirdLife International),2020,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,64.34591557,11.26493903
1462,103834574,Conirostrum cinereum,1,1,1,"Ridgley, 2003, Clements, 2001; Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,75.70734459,37.25147989
1463,103819177,Cnemoscopus rubrirostris,1,1,1,"Ridgely, 2002; eBird 2016","NatureServe, 2002; Rob Martin (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,39.9308905,5.025194982
1464,103795554,Geothlypis aequinoctialis,1,1,2,"del Hoyo, 2010","WWF-US, 2000; NatureServe, 2002; BirdLife International 2012; Alwin Hardenbol (BirdLife International) 2016",2016,0,, ,auricularis group,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,34.92635651,12.8003709
1465,103795554,Geothlypis aequinoctialis,1,1,1,"Ridgely, 2002; ebird","WWF-US, 2000; NatureServe, 2002; BirdLife International 2012; Alwin Hardenbol (BirdLife International) 2016",2016,0,, ,auricularis group,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,145.0503853,481.2986761
1466,103795554,Geothlypis aequinoctialis,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; BirdLife International 2012; Alwin Hardenbol (BirdLife International) 2016",2016,0,, ,auricularis group,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,208.942165,141.8384707
1467,103823004,Kleinothraupis atropileus,1,1,1,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,49.52333766,10.55109156
1468,103841965,Pipraeidea bonariensis,1,1,1,"Ridgely, 2002; ebird, 2016","WWF-US, 2000; NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,180.6632369,218.5313798
1469,103841965,Pipraeidea bonariensis,1,1,3,"Ridgely, 2002; ebird, 2016","WWF-US, 2000; NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,46.46521118,90.39068226
1470,103812647,Saltator coerulescens,1,1,1,"Ridgely, 2002; ebird, 2016; Hilty, 2011","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,216.4848086,687.5699301
1471,103798482,Setophaga auduboni,1,1,4,"Sibley, 2000","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,66.589545,50.37275614
1472,103798482,Setophaga auduboni,1,1,1,"Curson, 2010",Alwin Hardenbol (BirdLife International),2016,0,, ,S.a. goldmani,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,4.036658616,1.296682877
1473,103838515,Sicalis olivascens,1,1,1,"Ridgely, 2002; Areta et al., 2012","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,98.10842176,66.88005297
1474,103849231,Tangara parzudakii,1,1,1,"Ridgely, 2002; McMullan & Donegan 2014; eBird 2016","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,64.34249138,16.09062234
1475,103846006,Tangara ruficervix,1,1,1,"Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,60.89179757,10.95520497
1476,22698226,Puffinus puffinus,1,1,1,"Seabird Tracking Databse, Onley & Scofield, 2007; Brooke, 2003","Colin Michel, Jemma Able (BirdLife International)",2018,0, , , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,3058.7106,7435.226585
1477,22698226,Puffinus puffinus,1,1,2,"Cramp & Simmons 1978; Brown & Grice, 2005; Pennington et al. 2004; Equipa Atlas, 2008; Brooke, 2010",Rob Martin (BirdLife International); Hannah Wheatley (BirdLife International),2018,0, , , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,26.3073317,0.686240285
1478,22697810,Spheniscus demersus,1,1,1,BirdLife International,Rob Martin; Joe Taylor (BirdLife International),2020,0, ,At-sea range, ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,127.7748846,28.120415
1479,22697810,Spheniscus demersus,1,1,1,BirdLife International,Rob Martin; Joe Taylor (BirdLife International),2020,0, , , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,36.85054379,3.299533002
1480,22697822,Spheniscus magellanicus,1,1,2,"Shirihai, 2002; Ridgley, 2003; Williams 1995, del Hoyo et al 1992",BirdLife International; Joe Taylor (BirdLife International),2020,0, , , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,735.180337,43.14750526
1481,22718787,Ploceus ocularis,1,1,1,"Fry, 2004",BirdLife International,2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,517.3105409,251.7393623
1482,22700376,Rhytipterna simplex,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,228.3835733,604.9953645
1483,22714912,Hippolais polyglotta,1,1,2,"Cramp, 1997; Urban, 1997; del Hoyo et al 2006, Baker 1997",BirdLife International,2016,0,, , ,0,2022.1,2008,BirdLife International and Handbook of the Birds of the World,319.4306349,186.74574
1484,22714912,Hippolais polyglotta,1,1,4,"Urban, 1997",BirdLife International,2016,0,, , ,0,2022.1,2008,BirdLife International and Handbook of the Birds of the World,145.6174971,583.7219895
1485,22679862,Cygnus columbianus,1,1,4,"Sibley, 2000","NatureServe, 2005",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,433.2303825,686.9134513
1486,22715853,Pellorneum albiventre,1,1,1,"del Hoyo et al, 2007; Rasmussen & Anderton, 2005; Robson, 2002",Philip Martin (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,106.214682,40.50163246
1487,22692907,Fulica cristata,1,1,1,"Langrand, 1990; Cramp, 1997; Urban, 1986; del Hoyo et al, 1996; Taylor and van Perlo, 1998; Harrison et al, 1997",Rob Martin; Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2013,BirdLife International and Handbook of the Birds of the World,280.9569064,458.4223334
1488,22682196,Galbula cyanicollis,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, ,Also known as Blue-necked Jacamar.,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,100.4051348,221.4455476
1489,22689277,Glaucidium cuculoides,1,1,1,"Rasmussen & Anderton, 2005; del Hoyo et al, 1999; Robson, 2002; MacKinnon & Phillipps, 2000; Spierenburg, 2005; Konig & Weick, 2008",Philip Martin (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,435.0286644,410.9989991
1490,22699182,Camptostoma obsoletum,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2021,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,31.55614376,4.671693995
1491,22699182,Camptostoma obsoletum,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2021,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,354.0340154,1206.091909
1492,22702100,Cinclodes patagonicus,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,420.1746696,75.03235518
1493,22723577,Catamenia homochroa,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,95.48667785,23.3353859
1494,22714920,Iduna natalensis,1,1,1,"Urban, 1997; del Hoyo et al, 2006; Borrow & Demey, 2004; Redman et al, 2009; Ash & Atkins, 2009; Stevenson & Fanshawe, 2002; Carswell et al, 2005; Dowsett et al, 2008; Dowsett-Lemaire & Dowsett 2006; Dean, 2000; Hockey et al, 2005",Richard Johnson (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,363.1127045,310.8270661
1495,22722781,Chlorophonia cyanea,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, ,"Formerly placed in the Thraupidae, but mitochodrial DNA studies show that Euphonias and Chlorophonias are better placed in the Fringillidae (AOU 2003).",0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,206.5457605,172.0784739
1496,22733805,Cinnycerthia peruana,1,1,1,"Ridgely, 2002; Young, 2007","NatureServe, 2007",2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,22.88552362,6.241405331
1497,22721737,Setophaga striata,1,1,2,"Poole and Gill, 1992-2002","NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,814.5529044,977.2749198
1498,22721737,Setophaga striata,1,1,4,"Raffaele et al., 1998","NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,646.1855329,588.5578821
1499,22709403,Ficedula westermanni,1,1,1,"Ding, 2001; del Hoyo et al., 2006; Robson, 2002; Myers, 2009; Strange, 2001",BirdLife International,2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,609.2196257,264.6826099
1500,22709349,Anthipes monileger,1,1,1,"Ding, 2001; Rasmussen and Anderton, 2005; del Hoyo et al., 2006; Robson, 2002",BirdLife International,2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,139.250668,82.38332589
1501,22720041,Fringilla montifringilla,1,1,3,"Fry, 2004; Cramp, 1997; Clement, 1999; Rasmussen, 2005; Snow, 1998",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,1539.172709,1206.925633
1502,22724277,Gnorimopsar chopi,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,184.3265926,511.2902373
1503,22713671,Prinia erythroptera,1,1,1,"Borrow and Demey, 2001; Stevenson and Fanshawe, 2002; Hockey et al., 2005; del Hoyo et al., 2006; Ash and Atkins, 2009; Redman et al., 2009",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,280.3821949,287.5740458
1504,22701737,Hypocnemoides melanopogon,1,1,1,"Ridgely, 2002","NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,187.2629075,284.3253304
1505,22694834,Larosterna inca,1,1,1,BirdLife International,BirdLife International,2018,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,81.52241301,41.41979303
1506,22681169,Leuconotopicus albolarvatus,1,1,1,"Peterson, 1990",WILDSPACETM 2002,2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,61.32586212,54.852772
1507,22709286,Fraseria caerulescens,1,1,1,"Urban, 1997; Hockey, Dean & Ryan, 2005; del Hoyo, Elliiott & Christie, 2006; Borrow & Demey, 2001; Redman, Stevenson & Fanshawe, 2009; Carswell et al, 2005",Philip Martin (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,407.6134485,623.7240496
1508,103778700,Nesillas typica,1,1,1,"Langrand, 1990; Sinclair, 1998",Rado Andriamasimanana (BirdLife International),2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,61.61688024,44.65647906
1509,22700997,Ceratopipra erythrocephala,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,113.4803088,256.9487034
1510,22708382,Geokichla sibirica,1,1,2,"Flint, 1984; del Hoyo et al, 2005; Clement & Hathway, 2000; Brazil, 1991; Brazil, 2009",BirdLife International,2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,324.833663,1147.894913
1511,22681845,Lybius torquatus,1,1,1,"Fry, 1988; del Hoyo et al, 2001",BirdLife International,2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,217.7355781,393.9038411
1512,22732302,Cyanopica cooki,1,1,1,de Juana & Garcia 2015,BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,54.5276023,18.7350266
1513,103721987,Cyanopica cyanus,1,1,1,Ding 2001; Cramp 1997; Flint 1984; Gombobaatar et al 2011; MacKinnon & Phillipps 2000; Brazil 2009,BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,341.580545,520.8524977
1514,22679435,Pavo cristatus,1,3,1,"Ridgley, 2003; Bull, 1985; Barrett, 2003",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,233.2183487,51.08221263
1515,22679435,Pavo cristatus,1,3,1,"Ridgley, 2003",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,9.483062515,1.212018574
1516,22711044,Mimus triurus,1,1,1,"Ridgely, 2002; Brewer, 2010; Ebird","Colin Michel (Birdlife International), WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,134.4071042,302.5623966
1517,22695880,Rupornis magnirostris,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2020,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,493.144468,1266.316704
1518,22697645,Sarcoramphus papa,1,1,1,"Ridgley, 2003; del Hoyo et al, 1996; Ferguson-Lees & Christie, 2005;Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,504.2375184,1194.90886
1519,22726816,Schistes geoffroyi,1,1,1,"del Hoyo et al, 1999; Ridgely & Greenfield, 2001; Ridgely, 2002; Restall et al, 2006; Schulenberg et al, 2007; McMullan et al, 2010",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2012,BirdLife International and Handbook of the Birds of the World,98.67623935,44.99943378
1520,22686928,Threnetes leucurus,1,1,1,"Ridgely, 2002; Schunck et al. 2011","Rob Martin (BirdLife International), TNC-Wings, 1999; NatureServe, 2002",2018,0,, ,"Proposed (by Hinkelmann and Schuchmann 1997) as conspecific with Threnetes niger, but the evidence is inconclusive.",0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,163.3311891,428.6077109
1521,22681199,Veniliornis passerinus,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,240.0700515,919.0521863
1522,22690736,Zenaida macroura,1,1,3,"Poole and Gill, 1992",WILDSPACETM 2002,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,192.0685058,87.60745579
1523,103771491,Arremon taciturnus,1,1,1,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International), Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,282.009687,555.7491735
1524,22730924,Calamonastes stierlingi,1,1,1,"del Hoyo et al., 2006; Dowsett et al., 2008; Stevenson and Fanshawe, 2002; Dowsett-Lemaire and Dowsett, 2008; Parker, 2005",Robert Calvert (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,88.14139384,138.2459616
1525,22724367,Dolichonyx oryzivorus,1,1,3,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,45.03553605,78.73026093
1526,22701869,Gymnopithys rufigula,1,1,1,"Ridgely, 2002","NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,62.70203678,140.6398556
1527,103810858,Euplectes ardens,1,1,1,"Fry et al., 2004; Hockey et al., 2005; Ash and Atkins, 2009; Borrow & Demey, 2014; Dowsett & Dowsett-Lemaire, 2011",Joe Taylor (BirdLife International); Alwin Hardenbol (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,415.1857995,268.6145049
1528,103769400,Ficedula elisae,1,1,3,"del Hoyo et al., 2006; Myers, 2009; Wells, 2007; Kennedy et al. 2000",BirdLife International; Tessa van Vreeswijk (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,29.23640924,7.400637525
1529,103890729,Gracupica contra,1,1,1,"Robson, 2002; Rasmussen and Anderton, 2005; Robson, 2008; del Hoyo et al., 2009; HBW; Eaton et al 2015","Colin Michel (Birdlife International), Joe Taylor (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,249.7471763,293.2694359
1530,103823996,Hypsipetes leucocephalus,1,1,1,"Rasmussen et al, 2012; Ayé, R.,et al, 2012; MacKinnon et al, 2000; Rasmussen, 2004; Ding, 2001","Colin Michel (Birdlife International), BirdLife International",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,287.7813438,232.9063586
