#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
7327	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	New Mexico	El Malpais Conservation Area	34°50.00000', -108°09.00000'	2	2	Marroquin-Flores et al 2017	 
7328	LAIRI01	 	Plasmodium	Passeriformes	Corvidae	Gymnorhinus	Gymnorhinus cyanocephalus	 	Resident	Adult	Wild	North America	United States	New Mexico	El Malpais Conservation Area	34°50.00000', -108°09.00000'	1	2	Marroquin-Flores et al 2017	 
7329	LAIRI01	 	Plasmodium	Passeriformes	Tyrannidae	Tyrannus	Tyrannus vociferans	 	Migratory	Adult	Wild	North America	United States	New Mexico	El Malpais Conservation Area	34°50.00000', -108°09.00000'	1	7	Marroquin-Flores et al 2017	 
7330	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Sialia	Sialia mexicana	 	Migratory	Adult	Wild	North America	United States	New Mexico	Mesa Chivato	35°32.00000', -107°21.00000'	2	4	Marroquin-Flores et al 2017	 
7331	LAIRI01	 	Plasmodium	Passeriformes	Parulidae	Dendroica	Dendroica coronata	Dendroica coronata auduboni	Migratory	Adult	Wild	North America	United States	New Mexico	Capitan Mountains	33°36.84000', -105°25.26000'	2	45	Williamson et al 2019	MSB:Bird:40778;Bird:41418
7332	LAIRI01	 	Plasmodium	Passeriformes	Parulidae	Dendroica	Dendroica coronata	Dendroica coronata auduboni	Migratory	Adult	Wild	North America	United States	New Mexico	White Mountains	33°53.28000', -109°07.97000'	2	25	Williamson et al 2019	MSB:Bird:44109;Bird:41401
7333	LAIRI01	10392,67621	Plasmodium	Galliformes	Odontophoridae	Colinus	Colinus virginianus	 	Resident	Unknown	Captivity	North America	United States	 	 	 	 	 	Pacheco et al 2011	Zoo in southern USA
7334	LAIRI01	10392,67621	Plasmodium	Passeriformes	Corvidae	Corvus	Corvus corax	 	Resident	Unknown	Captivity	North America	United States	 	 	 	 	 	Pacheco et al 2011	Zoo in southern USA
7335	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Sialia	Sialia currucoides	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	1	Barrow et al unpubl	MSB:Bird:47719
7336	LAIRI01	 	Plasmodium	Passeriformes	Certhiidae	Thryomanes	Thryomanes bewickii	 	Resident	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	3	Barrow et al unpubl	MSB:Bird:47744
7337	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Sialia	Sialia mexicana	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	6	Barrow et al unpubl	MSB:Bird:47784
7338	LAIRI01	 	Plasmodium	Passeriformes	Paridae	Poecile	Poecile gambeli	 	Resident	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	3	6	Barrow et al unpubl	MSB:Bird:47785;47904;48157
7339	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	1	Barrow et al unpubl	MSB:Bird:47786
7340	LAIRI01	 	Plasmodium	Passeriformes	Fringillidae	Loxia	Loxia curvirostra	 	Resident	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	3	Barrow et al unpubl	MSB:Bird:47791
7341	LAIRI01	 	Plasmodium	Passeriformes	Parulidae	Dendroica	Dendroica coronata	Dendroica coronata auduboni	Migratory	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	2	Barrow et al unpubl	MSB:Bird:47795
7342	LAIRI01	 	Plasmodium	Passeriformes	Paridae	Baeolophus	Baeolophus ridgwayi	 	Resident	Unknown	Wild	North America	United States	New Mexico	Zuni Mountains	35°10.74000', -108°07.92000'	1	3	Barrow et al unpubl	MSB:Bird:47836
7343	LAIRI01	 	Plasmodium	Passeriformes	Hirundinidae	Tachycineta	Tachycineta thalassina	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	1	3	Barrow et al unpubl	MSB:Bird:47854
7344	LAIRI01	 	Plasmodium	Passeriformes	Corvidae	Aphelocoma	Aphelocoma woodhouseii	 	Resident	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	1	2	Barrow et al unpubl	MSB:Bird:47930
7345	LAIRI01	 	Plasmodium	Passeriformes	Corvidae	Aphelocoma	Aphelocoma woodhouseii	 	Resident	Unknown	Wild	North America	United States	New Mexico	Jemez Mountains	35°50.22000', -106°33.48000'	1	7	Barrow et al unpubl	MSB:Bird:47975
7346	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Sialia	Sialia mexicana	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Jemez Mountains	35°50.22000', -106°33.48000'	1	6	Barrow et al unpubl	MSB:Bird:47978
7347	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	1	2	Barrow et al unpubl	MSB:Bird:48026
7348	LAIRI01	 	Plasmodium	Passeriformes	Paridae	Poecile	Poecile gambeli	 	Resident	Unknown	Wild	North America	United States	New Mexico	Jemez Mountains	35°50.22000', -106°33.48000'	2	5	Barrow et al unpubl	MSB:Bird:48065;48144
7349	LAIRI01	 	Plasmodium	Passeriformes	Paridae	Poecile	Poecile gambeli	 	Resident	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	2	3	Barrow et al unpubl	MSB:Bird:48245;48259
7350	LAIRI01	 	Plasmodium	Passeriformes	Paridae	Poecile	Poecile gambeli	 	Resident	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	1	3	Barrow et al unpubl	MSB:Bird:48259
7351	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Sialia	Sialia currucoides	 	Migratory	Unknown	Wild	North America	United States	New Mexico	Mt. Taylor	35°19.73400', -107°32.76000'	2	2	Barrow et al unpubl	MSB:Bird:48275;48276
7352	LAIRI01	 	Plasmodium	Passeriformes	Parulidae	Dendroica	Dendroica coronata	Dendroica coronata auduboni	Migratory	Adult	Wild	North America	Canada	Alberta	Crowsnest Pass	49°40.64940', -114°35.58720'	1	11	Cozzarolo et al 2018	 
7353	LAIRI01	 	Plasmodium	Passeriformes	Parulidae	Dendroica	Dendroica coronata	Dendroica coronata auduboni	Migratory	Adult	Wild	North America	Canada	British Columbia	Hazelton	55°14.57820', -127°24.49200'	1	9	Cozzarolo et al 2018	 
7354	LALLEU01	AP15	Haemoproteus	Passeriformes	Campephagidae	Lalage	Lalage leucomela	 	 	 	Wild	Oceania	Papua New Guinea	 	 	 	 	 	Beadell et al 2004	 
7355	LALLEU01	AP15	Haemoproteus	Passeriformes	Meliphagidae	Myzomela	Myzomela nigrita	 	 	 	Wild	Oceania	Papua New Guinea	 	 	 	 	 	Beadell et al 2004	 
7356	LALLEU02	 	Plasmodium	Passeriformes	Campephagidae	Lalage	Lalage leucomela	 	 	 	Wild	Oceania	Australia	 	 	 	1	1	Ewen et al 2012	 
7357	LAMHIL01	AFS3	Plasmodium	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis hildebrandti	 	Resident	Unknown	Wild	Africa	Kenya	 	Mpala Research Centre	00°17.45000', 036°54.06000'	 	 	Rubenstein, Ellis and Ricklefs unpubl	 
7358	LAMMEL01	35	Haemoproteus	Passeriformes	Fringillidae	Lamprospiza	Lamprospiza melanoleuca	 	 	 	Wild	South America	Guyana	 	 	 	 	 	Durrant et al 2006	 
7359	LAMMEL02	 	Haemoproteus	Passeriformes	Fringillidae	Lamprospiza	Lamprospiza melanoleuca	 	Resident	Adult	Wild	South America	Brazil	 	Flona Caxiuana01	-01°44.25000', -051°27.33330'	1	2	Fecchio et al 2023	 
7360	LAMPUR01	WAH20	Haemoproteus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis purpureiceps	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
7361	LAMPUR01	 	Haemoproteus	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	 	 	Valkiunas et al 2014	 
7362	LAMPUR01	 	Haemoproteus	Passeriformes	Sturnidae	Sturnus	Sturnus roseus	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Kalimok	44°01.00000', 026°26.00000'	 	 	Valkiunas et al 2014	 
7363	LAMPUR01	 	Haemoproteus	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris	 	Migratory	Adult + Juvenile	Wild	Asia	Turkey	 	Sultan Marshes	38°14.77050', 035°11.92710'	4	23	Ciloglu et al 2020a	 
7364	LAMPUR01	 	Haemoproteus	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris	 	Resident	Adult	Wild	Asia	Iran	Khorasan	 	 	2	 	Nourani et al 2018	 
7365	LAMPUR02	WAH21	Haemoproteus	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis purpureiceps	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
7366	LAMPUR02	WAH21	Haemoproteus	Passeriformes	Monarchidae	Terpsiphone	Terpsiphone viridis	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
7367	LAMPUR03	WA26	Plasmodium	Passeriformes	Sturnidae	Lamprotornis	Lamprotornis purpureiceps	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
7368	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	 	 	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	2	695	Kulma et al 2013	 
7369	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	2	356	Kulma et al 2014	 
7370	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula semitorquata	 	Migratory	Adult	Wild	Europe	Bulgaria	 	Goritsa village	42°54.80800', 027°48.02500'	2	123	Peev et al 2016	 
7371	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Hungary	 	Pilis Mountains	47°43.00000', 019°01.00000'	1	177	Jones et al 2018	 
7372	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Poland	 	Drwinia	50°06.00000', 20°25.00000'	1	67	Jones et al 2018	 
7373	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	365	Jones et al 2018	 
7374	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula albicollis	 	Migratory	Adult	Wild	Europe	Sweden	Gotlands Lan	Hemse	57°10.00000', 018°20.00000'	4	512	Fletcher et al 2019	 
7375	LAMPUR03	 	Plasmodium	Columbiformes	Columbidae	Turtur	Turtur abyssinicus	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7376	LAMPUR03	 	Plasmodium	Passeriformes	Cisticolidae	Camaroptera	Camaroptera brachyura	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7377	LAMPUR03	 	Plasmodium	Passeriformes	Cisticolidae	Prinia	Prinia subflava	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7378	LAMPUR03	 	Plasmodium	Passeriformes	Estrildidae	Lonchura	Lonchura cucullata	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7379	LAMPUR03	 	Plasmodium	Passeriformes	Estrildidae	Uraeginthus	Uraeginthus bengalus	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7380	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Cossypha	Cossypha niveicapilla	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7381	LAMPUR03	 	Plasmodium	Passeriformes	Muscicapidae	Muscicapa	Muscicapa aquatica	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7382	LAMPUR03	 	Plasmodium	Passeriformes	Turdidae	Stiphrornis	Stiphrornis erythrothorax	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7383	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Chalcomitra	Chalcomitra senegalensis	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7384	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Cinnyris	Cinnyris cupreus	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7385	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Cinnyris	Cinnyris pulchellus	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7386	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Nectarinia	Nectarinia venusta	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7387	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra olivacea	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7388	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra sp.	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7389	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Hedydipna	Hedydipna collaris	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7390	LAMPUR03	 	Plasmodium	Passeriformes	Nectariniidae	Nectarinia	Nectarinia sp.	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7391	LAMPUR03	 	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus cucullatus	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7392	LAMPUR03	 	Plasmodium	Passeriformes	Ploceidae	Ploceus	Ploceus ocularis	 	Resident	Unknown	Wild	Africa	Benin	 	 	 	 	 	Harvey & Voelker 2017	 
7393	LAMPUR03	 	Plasmodium	Passeriformes	Hirundinidae	Delichon	Delichon urbicum	 	Migratory	Adult	Wild	Europe	Spain	 	Badajoz	38°53.00000', -006°58.00000'	1	247	Lopez-Calderon et al 2019	 
7394	LAMPUR03	 	Plasmodium	Passeriformes	Hirundinidae	Riparia	Riparia riparia	 	Migratory	Adult	Wild	Europe	Germany	Mecklenburg-Vorpommern	Wampen	54°08.02730', 013°25.84810'	1	153	Hahn et al 2021	 
7395	LAMUT01	lovati	Leucocytozoon	Galliformes	Phasianidae	Lagopus	Lagopus muta	 	 	 	Wild	Asia	Japan	 	 	 	9	 	Sato et al 2007	 
7396	LANBUC01	H-LIN20	Haemoproteus	Galliformes	Phasianidae	Coturnix	Coturnix japonica	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Ishtiaq et al 2007	 
7397	LANBUC01	H-LIN20	Haemoproteus	Passeriformes	Laniidae	Lanius	Lanius bucephalus	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Ishtiaq et al 2007	 
7398	LANMER05	 	Leucocytozoon	Passeriformes	Corvidae	Corvus	Corvus monedula	 	Resident	Juvenile	Wild	Europe	Sweden	Skane Lan	Krankesjön	55°41.00000', 013°26.00000'	1	36	Ellis et al 2020	 
7399	LANPIL01	 	Plasmodium	Passeriformes	Fringillidae	Coryphospingus	Coryphospingus pileatus	 	Resident	Adult	Wild	South America	Brazil	 	Flona Contendas do Sincora	-15°56.06667', -041°02.91667'	1	 	Fecchio et al 2019a	 
7400	LANPIL02	 	Plasmodium	Passeriformes	Fringillidae	Coryphospingus	Coryphospingus pileatus	 	Resident	Adult	Wild	South America	Brazil	 	Flona Contendas do Sincora	-15°56.06667', -041°02.91667'	1	 	Fecchio et al 2019a	 
7401	LANPIL03	 	Plasmodium	Passeriformes	Fringillidae	Coryphospingus	Coryphospingus pileatus	 	Resident	Adult	Wild	South America	Brazil	 	Flona Contendas do Sincora	-15°56.06667', -041°02.91667'	1	 	Fecchio et al 2019a	 
7402	LARCAC01	45	Haemoproteus	Charadriiformes	Laridae	Larus	Larus cachinnans	 	 	 	Wild	Europe	Spain	 	 	 	 	 	Ricklefs & Fallon 2002	 
7403	LARCAC02	 	Leucocytozoon	Charadriiformes	Laridae	Larus	Larus cachinnans	 	Migratory	Adult	Wild	Europe	Poland	 	Włocławek Reservoir	52°39.20000', 019°08.30000'	15	17	Zagalska-Neubauer & Bensch 2016	 
7404	LARCAC02	 	Leucocytozoon	Charadriiformes	Laridae	Larus	Larus argentatus	 	Migratory	Adult	Wild	Europe	Poland	 	Włocławek Reservoir	52°39.20000', 019°08.30000'	36	39	Zagalska-Neubauer & Bensch 2016	incl 17 hybrids with Larus cachinnans
7405	LARCAC02	 	Leucocytozoon	Charadriiformes	Laridae	Sterna	Sterna hirundo	 	Migratory	Adult	Wild	Europe	Poland	 	Jeziorsko	51°44.10000', 018°39.00000'	2	160	Wlodarczyk et al 2022	 
7406	LARCRA01	H-LIN13	Haemoproteus	Charadriiformes	Laridae	Larus	Larus crassirostris	 	 	 	Wild	Asia	Korea, South	 	 	 	 	 	Ishtiaq et al 2007	 
7407	LARCRA01	 	Haemoproteus	Falconiformes	Falconidae	Falco	Falco tinnunculus	Falco tinnunculus interstinctus	Resident	Unknown	Captivity	Asia	Japan	 	Gyotoku Wild Bird Hospital	35°40.10030’, 139°54.94480'	1	6	Inumaru et al 2017	injured and rescued wild birds; 6 tested at other 3 locations were all negative
7408	LARCRA01	 	Haemoproteus	Charadriiformes	Laridae	Larus	Larus canus	Larus canus kamtschatschensis	Migratory	Unknown	Captivity	Asia	Japan	 	Gyotoku Wild Bird Hospital	35°40.10030’, 139°54.94480'	1	1	Inumaru et al 2017	injured and rescued wild birds
7409	LARCRA01	 	Haemoproteus	Charadriiformes	Laridae	Larus	Larus crassirostris	 	Resident	Unknown	Captivity	Asia	Japan	 	Bird Clinic Kanesaka Animal Hospital	35°32.65860’, 140°12.84750’	1	1	Inumaru et al 2017	injured and rescued wild birds
7410	LARCRA01	 	Haemoproteus	Charadriiformes	Laridae	Larus	Larus crassirostris	 	Resident	Unknown	Captivity	Asia	Japan	 	Gyotoku Wild Bird Hospital	35°40.10030’, 139°54.94480'	1	4	Inumaru et al 2017	injured and rescued wild birds
7411	LARCRA02	 	Haemoproteus	Charadriiformes	Laridae	Larus	Larus crassirostris	 	Resident	Unknown	Captivity	Asia	Japan	 	Gyotoku Wild Bird Hospital	35°40.10030’, 139°54.94480'	1	4	Inumaru et al 2017	injured and rescued wild birds
7412	LARINC01	 	Plasmodium	Charadriiformes	Laridae	Larosterna	Larosterna inca	 	 	 	Captivity	North America	United States	 	 	 	 	 	Perkins & Schall 2002	Washington Zoo
7413	LARINC02	 	Plasmodium	Charadriiformes	Laridae	Larosterna	Larosterna inca	 	 	 	Captivity	North America	United States	Washington	 	 	 	 	Martinsen et al 2008	Zoo
7414	LARSCO01	Anja3D	Haemoproteus	Charadriiformes	Laridae	Leucophaeus	Leucophaeus scoresbii	 	 	 	Wild	South America	Falkland Islands (Islas Malvinas)	 	New Island	-51°43.30000', -061°18.01667'	1	20	Quillfeldt et al 2010	short sequence
7415	LATEUL01	 	Haemoproteus	Passeriformes	Tyrannidae	Lathrotriccus	Lathrotriccus euleri	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
7416	LATEUL01	 	Haemoproteus	Passeriformes	Tyrannidae	Elaenia	Elaenia albiceps	 	Migratory	Adult	Wild	South America	Brazil	 	Cáceres	-16°28.60200', -058°09.03599'	1	11	Fecchio et al 2022a	 
7417	LAVA1	 	Haemoproteus	Passeriformes	Nectariniidae	Cyanomitra	Cyanomitra verticalis	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
7418	LAVA1	 	Haemoproteus	Passeriformes	Estrildidae	Estrilda	Estrilda caerulescens	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
7419	LAVA1	 	Haemoproteus	Passeriformes	Estrildidae	Estrilda	Estrilda troglodytes	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
7420	LBPIP1	 	Plasmodium	Passeriformes	Motacillidae	Anthus	Anthus similis	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
7421	LBPIP1	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	 	 	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	353	Kulma et al 2013	 
7422	LBPIP1	 	Plasmodium	Passeriformes	Muscicapidae	Ficedula	Ficedula hypoleuca	 	Migratory	Adult	Wild	Europe	Sweden	 	Öland	57°10.00000', 016°58.00000'	1	168	Jones et al 2018	 
7423	LCLW1	 	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus occipitalis	 	 	 	Wild	Asia	India	 	 	 	2	9	Bensch et al 2000	 
7424	LCLW1	 	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus sindianus	Phylloscopus sindianus lorenzii	 	 	Wild	Asia	Turkey	 	Caucasus	43°35.11128', 045°00.00030'	1	10	Bensch et al 2012	 
7425	LCLW1	 	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus nitidus	 	 	 	Wild	Asia	Turkey	 	Caucasus	43°35.11128', 045°00.00030'	1	7	Bensch et al 2012	 
7426	LCLW1	HAE7	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochiloides	 	Migratory	Adult	Wild	Asia	India	 	Manali Sanctuary	32°14.00000', 077°10.00000'	1	68	Scordato & Kardish 2014	 
7427	LCLW1	HAE7	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochiloides	 	Migratory	Adult	Wild	Asia	Kyrgyzstan	 	Ala Archa Park	42°32.00000', 074°29.00000'	2	97	Scordato & Kardish 2014	 
7428	LCLW1	HAE7	Haemoproteus	Passeriformes	Sylviidae	Phylloscopus	Phylloscopus trochiloides	 	Migratory	Adult	Wild	Asia	Russia	Altayskiy Kray	Tigirek Nature Reserve	51°07.00000', 083°02.00000'	1	34	Scordato & Kardish 2014	 
7429	LEAMA01	LEAMA01	Plasmodium	Passeriformes	Tyrannidae	Leptopogon	Leptopogon amaurocephalus	 	 	 	Wild	South America	Brazil	 	Caratinga	-19°47.00000', -042°08.00000'	6	 	Lacorte et al 2013	 
7430	LEAMA01	LEAMA01	Plasmodium	Passeriformes	Tyrannidae	Leptopogon	Leptopogon amaurocephalus	 	 	 	Wild	South America	Brazil	 	Felixlandia	-18°43.00000', -045°03.00000'	3	 	Lacorte et al 2013	 
7431	LEAMA01	LEAMA01	Plasmodium	Passeriformes	Conopophagidae	Conopophaga	Conopophaga lineata	 	 	 	Wild	South America	Brazil	 	Jequitinhonha	-16°26.00000', -041°00.00000'	2	 	Lacorte et al 2013	 
7432	LEAMA01	 	Plasmodium	Passeriformes	Conopophagidae	Conopophaga	Conopophaga lineata	 	Resident	Adult	Wild	South America	Brazil	 	Parque Estadual da Serra do Mar	-23°59.62164', -046°44.00000'	1	4	Fecchio et al 2021b	 
7433	LEARG01	 	Haemoproteus	Passeriformes	Timaliidae	Leiothrix	Leiothrix argentauris	 	Unknown	 	Wild	Asia	China	 	Pingshan	24°18.40000', 097°50.00000'	2	 	Zhang et al 2014	 
7434	LEARG02	 	Haemoproteus	Passeriformes	Timaliidae	Leiothrix	Leiothrix argentauris	 	Unknown	 	Wild	Asia	China	 	Pingshan	24°18.40000', 097°50.00000'	1	 	Zhang et al 2014	 
7435	LEILUT03	 	Leucocytozoon	Passeriformes	Timaliidae	Leiothrix	Leiothrix lutea	 	Resident	Unknown	Wild	Asia	Japan	Aichi	 	 	1	1	Inumaru et al 2022	 
7436	LEIPER01	LEPER01	Plasmodium	Passeriformes	Parulidae	Leiothlypis	Leiothlypis peregrina	 	Migratory	Unknown	Wild	South America	Colombia	Cundinamarca	Bogota	04°38.00000', -074°05.00000'	1	2	Gonzalez et al 2015	 
7437	LEIPER02	LEPER02	Haemoproteus	Passeriformes	Parulidae	Leiothlypis	Leiothlypis peregrina	 	Migratory	Unknown	Wild	South America	Colombia	Cundinamarca	Bogota	04°38.00000', -074°05.00000'	1	2	Gonzalez et al 2015	 
7438	LELUT01	 	Haemoproteus	Passeriformes	Timaliidae	Leiothrix	Leiothrix lutea	 	Unknown	 	Wild	Asia	China	 	Nanling	30°53.60000', 118°20.20000'	1	 	Zhang et al 2014	 
7439	LELUT02	 	Haemoproteus	Passeriformes	Timaliidae	Leiothrix	Leiothrix lutea	 	Unknown	 	Wild	Asia	China	 	Nanling	30°53.60000', 118°20.20000'	1	 	Zhang et al 2014	 
7440	LEPAMA01	 	Plasmodium	Passeriformes	Tyrannidae	Leptopogon	Leptopogon amaurocephalus	 	Resident	Unknown	Wild	South America	Brazil	 	TapajosI 	-05°13.00000', -056°55.00000'	 	 	Fecchio et al 2017a	 
7441	LEPANG01	 	Plasmodium	Passeriformes	Dendrocolaptidae	Lepidocolaptes	Lepidocolaptes angustirostris	 	Resident	Unknown	Wild	South America	Brazil	 	Aiuaba	-06°36.00000', -040°07.00000'	 	 	Fecchio et al 2017a	 
7442	LEPANG02	 	Plasmodium	Passeriformes	Dendrocolaptidae	Lepidocolaptes	Lepidocolaptes angustirostris	 	Resident	Adult	Wild	South America	Brazil	 	Espinilho	-30°12.33333', -057°29.75000'	1	 	Fecchio et al 2019b	 
7443	LEPANG03	 	Plasmodium	Passeriformes	Dendrocolaptidae	Lepidocolaptes	Lepidocolaptes angustirostris	 	Resident	Adult	Wild	South America	Brazil	 	Espinilho	-30°12.33333', -057°29.75000'	1	 	Fecchio et al 2019b	 
7444	LEPCHA01	MDG_H37	Haemoproteus	Passeriformes	Vangidae	Leptopterus	Leptopterus chabert	 	Resident	Unknown	Wild	Africa	Madagascar	 	Maromizaha	-18°57.94000', 048°27.92000'	 	 	Musa et al 2019	 
7445	LEPCOR01	LEPIDO01	Plasmodium	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata	 	Resident	Unknown	Wild	South America	Peru	 	 	 	 	 	Marzal unpubl	 
7446	LEPCOR01	 	Plasmodium	Passeriformes	Pipridae	Lepidothrix	Lepidothrix coronata	 	Unknown	Unknown	Wild	South America	Ecuador	Morona-Santiago	Wisui	-02°07.00000', -077°44.00000'	2	35	Moens & Perez-Tris 2015	 
